Tweet,Target 1,Stance 1,Target 2,Stance 2,Test/Train/Dev
"#Democrats not comfortable with #hillary ""handling"" their personal info now damn sure shouldn't vote for her.  #smh  #Trump2016 #tcot",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@FoxNews . #Hillary and the #DNC want NO opposers to Hilary's coronation. This is like a movie. It's everyday! #Trump2016 ,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"#HillaryClinton is a congenital liar, an influence peddler and shakedown artist whose taken bribes from all over the globe.  #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
EVERYONE KNOWS @GStephanopoulos is a #Hillary LAPDOG BUT AFTER THAT #Trump #SmackDown LIL georgie IS #trump BITCH! Run over by #TrumpTrain,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"Thats Y i Love #DonaldTrump Tells it like it is. Than LIE like #HillaryClinton  + her ""I did not have Sex w that woman"" @TPM",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
to fair to #DonaldTrump comments on #HillaryClinton all politicians lie like crazy to get your vote...even you Trump you flipping idiot!,Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
I actually saw #Hillary2016 fans on twitter last night wondering why the #DemDebate kept talking about terrorism. Clueless much? #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"'#Hillary2016 it is easier to draw a line between Hillary and ISIS growth than it is to Trump & anything ISIS, but nice try Hill. #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Hillary took a long bathroom break during the debates because changing Depends(tm) takes time. #Trump2016 #Hillary2016 #Hillary,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
BREAKING NEWS: ISIS uses celebration of Christ's Birth as recruiting tool. #Hillary2016 #Trump2016 @BarackObama @jmpalmieri @hughhewitt,Donald Trump,NONE,Hillary Clinton,NONE,Train
BREAKING NEWS: ISIS uses celebration of Christ's Birth as recruiting tool #Hillary2016 #Trump2016 @BarackObama @morningmika @mtp @chucktodd,Donald Trump,NONE,Hillary Clinton,NONE,Train
@HillaryClinton I'm done with the lies. You claim Trump is helping #ISIS? You lost my vote #HillaryClinton. #DonaldTrump just got my vote.,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@realDonaldTrump #HillaryClinton #BernieSanders #Trump2016 says he has no campaign strategy except honesty (with American voters) trump that,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#HillaryClinton is obsessed by videos! Now she's claiming Isis is showing vids of #DonaldTrump to recruit? How lame. She needs a new mantra.,Donald Trump,NONE,Hillary Clinton,AGAINST,Train
@Drudge_Report_   Muslims help stop ISIS Didn't in France! #Hillary_Unacceptable_Liar   #trump2016  Hillary owned by foreign lobbyists.,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"#Hillary2016 In the latest ISIS video, they literally say they are fighting Fornicators, and freeze frame on your husband. #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"@justttsomeguyyy so it looks like Bernie must have done well last night, as did #DonaldTrump w/out even being there. #Hillary...not so much.",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#HillaryClinton plans4 #ISIS is so intricate I don't think she can even follow it. Sounded like she was making it up as she went. #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"#DonaldTrump says ""#HillaryLies like crazy"". Get used to it #Hillary. Your lack of honesty will be defining issue of general election.",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"Are we really sure that #DonaldTrump isn't a red herring working for #HillaryClinton ?  I still can't rule it out, myself.  #GTFObothOfYou",Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
Right winger physically confronts priest in church preaching popes message on Syrian Refugees #trumpterrorist #hillaryclinton #bernie2016,Donald Trump,AGAINST,Hillary Clinton,NONE,Train
Estab. is corrupt. Left and Right are the same. They control everything. Time to take it back #trump2016 #hillaryhascankles @jebisapussy,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"Ohhhh I was mistaken only 30% Morons in the @GOP base wanna bomb #Agrabah , 41% of #TrumpTwerps have the desire #Hillary2016 #Clinton/Castro",Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
#DonaldTrump looked terrible and tired last night and had the nerve to say #HillaryClinton didn't have energy to be president,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
If Hillary Clinton can't satisfy her husband what makes her thinking she can satisfy America? #trumptirade #HillaryClinton,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#DonaldTrump is terrible candidate for #POTUS but he earned his money.#Hillary is worse because she believes in using Gov to make her wealth,Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
"@ChrisChristie Love your moxie, but it's time you back @realDonaldTrump!  We must beat #HillaryClinton & he can do it. JOIN US! #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Polls show #DonaldTrump lagging behind #HillaryClinton. Many polls show #RandPaul as the only one who can beat Hillary. #TheMoreYouKnow,Donald Trump,NONE,Hillary Clinton,NONE,Train
"#DonaldTrump will beat #Hillary, & easily. The press wants you to think it can't happen, that it's too crazy an idea. Let's go crazy #noZOG-",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Compared to #HillaryClinton #DonaldTrump is a giant of intellect and wisdom. But the left attempt to make it look the other way round.,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#Trump2016 inherited Nixon's scared old white racist underclass. They demand attention & also exist in the #democraticparty.  #Hillary2016,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
"NOW w/ all of things #DonaldTrump have said and noting stopped his polls success , im not sure if even #HillaryClinton can defeat him!",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@jaymc2731 i will watch.. I want to see #HillaryClinton make a fool out of herself like she always does! #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"Unless I missed it in the candidate opening statements, #HillaryClinton is the first to mention/criticize #DonaldTrump tonight.  #DemDebate",Donald Trump,NONE,Hillary Clinton,NONE,Train
#Hillary wants 2 disarm the innocent citizens is a horrible idea. We need to protect ourselves!Putting down #trump2016 She sucks #DemDebate,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"#Hillary puts #DonaldTrump in his place w/articulate, adult reasoning. This is why Republican candidates won't understand it. #DemDebate",Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
Only a democrat would believe #DonaldTrump is more responsible for ISIS than #HillaryClinton's vote for the Iraq War #DemDebate,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#HillaryClinton will mention Race_ #DonaldTrump & #Republicans_ this is why I'd never trust her_ I hate white old ppl who use my race,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"Hillary #HillaryClinton just said #DonaldTrump is Isis' best new recruiting tool, his rhetoric fires radicals up #DemDebate",Donald Trump,AGAINST,Hillary Clinton,NONE,Train
These idiots #HillaryClinton and #BernieSanders  and whoever other guy is can't address real issues ! 2 busy attacking #DonaldTrump  #tcot,Donald Trump,NONE,Hillary Clinton,AGAINST,Train
"#HillaryClinton keeps mentioning #DonaldTrump. If this were a drinking game, you're probably buzzed #DemDebate",Donald Trump,NONE,Hillary Clinton,NONE,Train
"Y does #hillary keep mentioning #Trump2016 must be scared of him.If Clinton is elected more illegals & refugees will come in,smh #DemDebate",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"#HillaryClinton is getting more votes for #DonaldTrump every time she talks about all her big plans. But never explains "" big plans "" #tcot",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@JudgeJeanine I know for a fact #DonaldTrump will keep America safe from Islamic terrorist #HillaryClinton sucks she is a thief and a liar.,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@MichaelSteele @LVBurke things getting testy at #DemDebate sure #DonaldTrump will start tweeting insults and racists comments #Hillary2016,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
I'm trying to picture what a #HillaryClinton v. #DonaldTrump would look like. It would be like a perpetual #NuclearTriad Question #DemDebate,Donald Trump,NONE,Hillary Clinton,NONE,Train
#HillaryClinton same song and dance we heard from Obama same policies of the last 8 years #fail #Trump2016 c. @DanScavino @MichaelCohen212,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"Pinocchio nose grows when he lies, @#hillaryclintons  cackle gets louder when she lies #DemDebate #HillaryClinton #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#HillaryClinton said ISIS is using videos of #DonaldTrump to recruit. Any proof? You can't blame videos for everything. #bengahzi,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#America Needs Major Surgery To Survive~ONLY Issue? Which Surgeon Does Operation #DonaldTrump or #BernieSanders~#Hillary is Passe #nyt #cnn,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#donaldtrump @donaldtrump would be made to look like a complete ass debating #hillary on foreign policy. It would be comedic. #hannity #fox,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
"#HillaryClinton's move to invoke #DonaldTrump is strategic. Coalesces support from undecideds, who she makes believe Trump will be nominee.",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"Fortunatly #HillaryClinton the #force `ll never with with you, your only skill has been to see too many #StarWars #movie #DonaldTrump",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
it's one thing to sell yourself down the river; it's another to sell your country #Hillary2016 #Trump2016,Donald Trump,NONE,Hillary Clinton,NONE,Train
My analysis  fuck @abc postgame fuck #Hillary fuck #DonaldTrump fuck #DemDebate fuck #GOPDebate fuck #politics   this country is fucked,Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
"#HillaryClinton is a liar.  NOONE is joining #isis bcuz of #DonaldTrump  That's absurd. Losers join isis cuz they h8 Americans,America,Jesus",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"#HillaryClinton is next President of United States of America despite #DonaldTrump wave,"" according to me research.  #MarkMyWords",Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
Hypocrite corporate cunt #HillaryClinton lying during #DemDebate makes me want to spite vote for #DonaldTrump if she wins Democratic primary,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@realDonaldTrump tonite wasn't even softball it was a wiffle ball #DemDebate You would destroy #HillaryClinton in a debate #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Even though I'm voting for #BernieSanders I agree with #HillaryClinton in saying that #DonaldTrump is #ISIS's biggest recruiter.,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
@realDonaldTrump @FoxNews the lies that pour out of the face of #HillaryClinton knows no bounds. #Trump2016 deliver us from these liars plz.,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"@realDonaldTrump Another VIDEO CLAIM by #Hillary: ""ISIS is using video of Donald Trump as a recruiting tool."" #Trump2016 #StopHillary ",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#DemDebate  One thing is CRYSTAL clear. #HillaryClinton is SO FAR MORE experienced AND knowledgeable than #DonaldTrump on foreign affairs.,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
I'd like to see Hilary in the middle of this on a lonely Saturday night. Look for the widows and orphans #Trump2016 #Hillary2016,Donald Trump,NONE,Hillary Clinton,AGAINST,Train
"#hillaryclinton #donaldtrump Hillary and POTUS alone are resp. for the mess in Syria, Iran, Iraq, Libya, Yemen,etc. not Trump or the RNC",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#HillaryClinton = instant war with Syria. It's a lose/lose scenario. And #DonaldTrump is possible total Armageddon. GO BERNIE!!! #Bernie2016,Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
#DonaldTrump said on @meetthepress that #HillaryClinton has not stamina?  What the __ do you call that 15 hour hearing about her emails?,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
Foreign policy chops test question for #Trump2016 #tedcruz #Rubio2016 #HillaryClinton What is #Sykes-Picot?. Answer:Don't know = go home,Donald Trump,NONE,Hillary Clinton,NONE,Train
Voting #ProTip: Please don't allow #DonaldTrump to scare you into voting for #HillaryClinton. She is not progress. More of the same.,Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
Every single time I see Jake Tapper's buck teeth I see Roger Rabbit. #CNNSotu @jaketapper @neeratanden @wolfblitzer #Hillary2016 #Trump2016,Donald Trump,NONE,Hillary Clinton,NONE,Train
@GStephanopoulos never play poker sir...your #Hillary poker face will get u beat every time... #abcnews  #Christie2016  #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#DonaldTrump is upset it takes #HillaryClinton longer to pee than other candidates? He is complaining that she couldn't get back onstage.,Donald Trump,NONE,Hillary Clinton,NONE,Train
"#HillaryClinton agrees w/ #Obama's ISIS strategy. So if you think that's going well, you should vote for her. #Trump2016",Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
People Don't Vote for Policies. They Vote for PERSONALITIES Thats Secret to Winning~Why #DonaldTrump Cant Lose & #Hillary Cant Win #nyt #cnn,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Every single time I see Chuck Todd's buck teeth I see Roger Rabbit. #Mtp #meetthepress #Hillary2016 #Trump2016 @chucktodd @MTP,Donald Trump,NONE,Hillary Clinton,NONE,Train
"@Loofie68msncom2 @FaceTheNation I am praying #Trump2016 wins nomination. #Hillary2016 will beat his lying, bigoted ass. You mimic his hair?",Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
@realDonaldTrump we need leaders like #trump and @TGowdySC real men who aren't in big govt pockets like Hillary #HillaryForPrison #trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
#Hillary2016 just say u lied about what u said abt #Trump2016 sending this @jmpalmieri 2 lie again.no vid & u know it. u think we r stupid?,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"#DonaldTrump says #HillaryClinton ""lies like crazy"". He's on firm moral ground here because he doesn't.   He simply lies and is crazy.",Donald Trump,AGAINST,Hillary Clinton,NONE,Train
#Hillary2016 if you going to say something about another candidate at least have the proof to back it up #Trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Right winger at church physically confronts priest preaching popes message on Syrian Refugees. #trumpterroist #bernie2016 #HillaryClinton,Donald Trump,AGAINST,Hillary Clinton,FAVOR,Train
All you Democrats think your voting for Hillary but really your voting for her TelePrompTer #hillarysucks #trump2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
"#HillaryClinton is even more dangerous than #DonaldTrump, unlike him if she get elected she well knows how to be a real wolf #DemDebate",Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
Republicans want to destroy ISIS while #HillaryClinton #BernieSanders strip our rights & expand gov't. #Trump2016 #Carson2016 #Rubio2016,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
Americans have a tough choice this time - lying liberals or certified bigots ... #politics #election2016 #trump2016 #Hillary2016,Donald Trump,AGAINST,Hillary Clinton,AGAINST,Train
@Foodpornnetwork @Deadline @realDonaldTrump EXACTLY! What kinda #Hillary goes to #DebateWithBernie just talk about #Trump2016 ? scared much?,Donald Trump,FAVOR,Hillary Clinton,AGAINST,Train
